gtdb_genome_representative,accession,ncbi_genbank_assembly_accession,gtdb_taxonomy,gtdb_superkingdom,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_organism_name,ncbi_species_taxid,ncbi_assembly_level,genome_size,gc_count,gc_percentage,ncbi_protein_count,checkm_completeness,checkm_contamination,checkm2_completeness,checkm2_contamination,checkm_marker_count,checkm_marker_set_count,checkm_strain_heterogeneity,contig_count
GCF_016804005.1,RS_GCF_016804005.1,GCA_016804005.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces pratensis_A,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pratensis_A,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces pratensis,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces pratensis,Streptomyces pratensis,1169025,Complete Genome,8281466,5840856,70.5292517049518,none,99.49,0.77,99.96,0.58,577,284,0,2
GCA_005805505.1,GB_GCA_040397325.1,GCA_040397325.1,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__UBA9464;g__SXXZ01;s__SXXZ01 sp005805505,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,UBA9464,SXXZ01,SXXZ01 sp005805505,d__Bacteria;p__Verrucomicrobiota;c__;o__;f__;g__;s__,d__Bacteria;x__PVC group;p__Verrucomicrobiota;x__unclassified Verrucomicrobiota;s__Verrucomicrobiota bacterium,Verrucomicrobiota bacterium,2026799,Scaffold,4219711,2515834,59.7088739269316,none,96.62,1.49,95.44,2.33,230,148,0,172
GCF_900091525.1,RS_GCF_040678955.1,GCA_040678955.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora matsumotoensis,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Micromonosporaceae,Micromonospora,Micromonospora matsumotoensis,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora matsumotoense,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora matsumotoense,Micromonospora matsumotoense,121616,Scaffold,7558417,5483941,72.5691488608546,none,100,2.24,100,0.15,315,190,0,95
GCF_002355335.1,RS_GCF_011761465.1,GCA_011761465.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Variibacter;s__Variibacter gotjawalensis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,Variibacter gotjawalensis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Variibacter;s__Variibacter gotjawalensis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Variibacter;s__Variibacter gotjawalensis,Variibacter gotjawalensis,1333996,Scaffold,4585075,2853295,62.2340114605181,none,99.37,0,99.99,0.2,485,316,0,5
GCA_036963965.1,GB_GCA_036963965.1,GCA_036963965.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__Oceanicoccus sp036963965,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,DSM-21967,Oceanicoccus,Oceanicoccus sp036963965,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__Oceanicoccus;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__Oceanicoccus;x__unclassified Oceanicoccus;s__Oceanicoccus sp.,Oceanicoccus sp.,2691044,Scaffold,3860364,1795354,46.5459596739988,none,99.03,2.01,99.22,0.55,503,231,0,70
GCA_030741175.1,GB_GCA_038124355.1,GCA_038124355.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp030741175,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp030741175,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__;s__,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;x__unclassified Porticoccaceae;s__Porticoccaceae bacterium,Porticoccaceae bacterium,2026782,Scaffold,2822415,1336308,47.4165194999846,none,96.73,0.52,96.47,0.52,451,270,66.67,259
GCA_019114285.1,GB_GCA_949294995.1,GCA_949294995.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter faecigallinarum,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,Odoribacter faecigallinarum,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;x__environmental samples;s__uncultured Odoribacter sp.,uncultured Odoribacter sp.,876416,Scaffold,3018848,1427939,47.3018883800001,none,98.37,0,98.37,0.29,278,186,0,90
GCF_001623565.1,RS_GCF_001623565.1,GCA_001623565.1,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus marmotae,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus marmotae,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus marmotae,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus marmotae,Streptococcus marmotae,1825069,Complete Genome,2322791,949258,40.867129242364,2223,100,0,99.98,0.29,475,267,0,3
GCF_024347655.1,RS_GCF_024347655.1,GCA_024347655.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio toranzoniae,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio toranzoniae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio toranzoniae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio toranzoniae,Vibrio toranzoniae,1194427,Complete Genome,4605952,2027983,44.0296164614829,none,99.87,0.4,100,0,1066,378,0,2
GCF_035594035.1,RS_GCF_035594035.1,GCA_035594035.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__Allosphingosinicella sp035594035,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Allosphingosinicella,Allosphingosinicella sp035594035,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;x__unclassified Sphingomonas;s__Sphingomonas sp. LY54,Sphingomonas sp. LY54,3095343,Complete Genome,3282853,2193417,66.814353247008,none,100,0.45,100,0.64,349,230,0,1
GCF_009939295.1,RS_GCF_009939295.1,GCA_009939295.1,d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Petrachloros;s__Petrachloros mirabilis,Bacteria,Cyanobacteriota,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,Petrachloros,Petrachloros mirabilis,d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Petrachlorosaceae;g__Petrachloros;s__Petrachloros mirabilis,d__Bacteria;x__Terrabacteria group;x__Cyanobacteriota/Melainabacteria group;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Petrachlorosaceae;g__Petrachloros;s__Petrachloros mirabilis;x__Petrachloros mirabilis ULC683,Petrachloros mirabilis ULC683,2918835,Scaffold,4122371,2145844,52.0624766023295,none,99.29,0.47,99.96,0.16,544,424,0,86
GCF_040654255.1,RS_GCF_040654255.1,GCA_040654255.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp040654255,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp040654255,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;x__unclassified Streptomyces;s__Streptomyces sp. NPDC050732,Streptomyces sp. NPDC050732,3154632,Scaffold,8187904,5835123,71.267737781291,none,100,0.14,100,0.05,460,233,0,97
GCF_019397265.1,RS_GCF_000379885.1,GCA_000379885.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea coxensis,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea coxensis,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea coxensis,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea;s__Nonomuraea coxensis;x__Nonomuraea coxensis DSM 45129,Nonomuraea coxensis DSM 45129,404386,Scaffold,8996452,6497327,72.2274963810254,8408,99.89,0.21,100,0.88,314,189,50,104
GCA_946621635.1,GB_GCA_902761775.1,GCA_902761775.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Colimorpha;s__Colimorpha sp002372855,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,Colimorpha,Colimorpha sp002372855,d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;x__environmental samples;s__uncultured Bacteroidetes bacterium,uncultured Bacteroidetes bacterium,152509,Scaffold,2723180,1542099,56.631626108368,none,96.24,1.08,97.45,0.25,278,186,0,17
GCF_018736085.1,RS_GCF_018736085.1,GCA_018736085.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sediminis,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium sediminis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sediminis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sediminis,Bradyrhizobium sediminis,2840469,Complete Genome,5554208,3531616,63.5845110590025,none,99.18,1.18,99.94,0.26,693,296,0,1
GCA_005777205.1,GB_GCA_945907095.1,GCA_945907095.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__RBG-16-66-20;s__RBG-16-66-20 sp005777205,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SG8-39,RBG-16-66-20,RBG-16-66-20 sp005777205,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella parapertussis,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Bordetella;s__Bordetella parapertussis,Bordetella parapertussis,519,Scaffold,2666995,1777554,66.6523929263243,none,97.55,0.95,97.01,0.26,425,211,0,77
GCF_000258405.1,RS_GCF_000258405.1,GCA_000258405.1,d__Bacteria;p__Bacteroidota_A;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium album,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,Ignavibacterium album,d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium album,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium album;x__Ignavibacterium album JCM 16511,Ignavibacterium album JCM 16511,591197,Complete Genome,3658997,1241612,33.9331242960844,3126,98.86,0,99.95,0.05,270,179,0,1
GCA_040388805.1,GB_GCA_040388805.1,GCA_040388805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Telluria;s__Telluria sp040388805,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Telluria,Telluria sp040388805,d__Bacteria;p__Pseudomonadota;c__;o__;f__;g__;s__,d__Bacteria;p__Pseudomonadota;x__unclassified Pseudomonadota;s__Pseudomonadota bacterium,Pseudomonadota bacterium,1977087,Scaffold,5552780,3526442,63.5133806243991,none,96.09,1.48,99.36,1.09,574,251,0,121
GCF_010468615.1,RS_GCF_010468615.1,GCA_010468615.1,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio sp010468615,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio sp010468615,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;x__unclassified Pseudodesulfovibrio;s__Pseudodesulfovibrio sp. JC047,Pseudodesulfovibrio sp. JC047,2683199,Scaffold,3570590,1858330,52.0483173565719,none,100,0.59,100,0.4,284,169,0,150
GCA_023663705.1,GB_GCA_023663705.1,GCA_023663705.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella sp023663705,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Paraprevotella,Paraprevotella sp023663705,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp.,Clostridium sp.,1506,Scaffold,2740966,1419415,51.8097826523379,none,95.45,0.5,96.41,0.03,492,269,0,56
GCF_001190925.1,RS_GCF_001190925.1,GCA_001190925.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Aromatoleum;s__Aromatoleum sp001190925,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Aromatoleum,Aromatoleum sp001190925,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;s__,d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Azoarcus;x__unclassified Azoarcus;s__Azoarcus sp. CIB,Azoarcus sp. CIB,198107,Complete Genome,5257030,3461084,65.8372503105366,none,99.79,1.18,100,0.1,540,241,0,1
GCA_963667915.1,GB_GCA_963667915.1,GCA_963667915.1,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA823;g__G963667915;s__G963667915 sp963667915,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,UBA823,G963667915,G963667915 sp963667915,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__;s__,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;x__unclassified Vicinamibacterales;s__Vicinamibacterales bacterium,Vicinamibacterales bacterium,2910147,Complete Genome,4587004,3046618,66.418472711164,none,97.44,2.56,100,1.26,188,117,33.33,4
GCF_000828815.1,RS_GCF_000828815.1,GCA_000828815.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Enterobacteriaceae_A;g__Tachikawaea;s__Tachikawaea gelatinosa,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Enterobacteriaceae_A,Tachikawaea,Tachikawaea gelatinosa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Candidatus Tachikawaea;s__Candidatus Tachikawaea gelatinosa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;x__Enterobacteriaceae incertae sedis;x__ant, tsetse, mealybug, aphid, etc. endosymbionts;g__Candidatus Tachikawaea;s__Candidatus Tachikawaea gelatinosa,Candidatus Tachikawaea gelatinosa,1410383,Complete Genome,708439,177603,25.0696249077196,621,100,0,99.52,0.07,136,80,0,1
GCF_900128475.1,GB_GCA_000432535.1,GCA_000432535.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides massiliensis_E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides massiliensis_E,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;x__unclassified Bacteroides;s__Bacteroides sp. CAG:661,Bacteroides sp. CAG:661,1262746,Scaffold,3170595,1680241,53.0505868984476,2573,96.89,0,95.25,0,492,269,0,198
GCA_003162695.1,GB_GCA_003162695.1,GCA_003162695.1,d__Bacteria;p__Bacteroidota_A;c__UBA10030;o__UBA10030;f__UBA10030;g__Fen-1254;s__Fen-1254 sp003162695,Bacteria,Bacteroidota_A,UBA10030,UBA10030,UBA10030,Fen-1254,Fen-1254 sp003162695,d__Bacteria;p__Ignavibacteriota;c__;o__;f__;g__;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Ignavibacteriota;x__unclassified Ignavibacteriota;s__Ignavibacteriota bacterium,Ignavibacteriota bacterium,2026749,Scaffold,3375833,1552154,46.0059149674523,0,96.02,2.91,98.74,1.43,273,183,0,154
GCA_900045905.1,GB_GCA_900045905.1,GCA_900045905.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimimorpha;s__Fimimorpha sp900045905,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Fimimorpha,Fimimorpha sp900045905,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;x__unclassified Eubacteriales;s__Clostridiales bacterium CHKCI001,Clostridiales bacterium CHKCI001,1780378,Scaffold,3426138,1224968,35.7543190886351,none,99.37,0.32,98.1,0.08,278,158,0,52
GCA_002385625.1,GB_GCA_035378825.1,GCA_035378825.1,d__Bacteria;p__Bacillota;c__UBA4882;o__UBA10575;f__UBA3943;g__UBA3943;s__UBA3943 sp002385625,Bacteria,Bacillota,UBA4882,UBA10575,UBA3943,UBA3943,UBA3943 sp002385625,d__Bacteria;p__Bacillota;c__;o__;f__;g__;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;x__unclassified Bacillota;s__Bacillota bacterium,Bacillota bacterium,1879010,Scaffold,2218073,1161083,52.3559154122362,none,96.26,1.13,98.67,0.1,213,118,0,55
GCF_001758465.1,RS_GCF_001758465.1,GCA_001758465.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas lipolytica,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alteromonas,Alteromonas lipolytica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas lipolytica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;x__Alteromonas/Salinimonas group;g__Alteromonas;s__Alteromonas lipolytica,Alteromonas lipolytica,1856405,Scaffold,5018451,2429324,48.4114725268156,4392,99.84,1.52,100,0.02,693,297,0,28
GCA_910585285.1,GB_GCA_910585285.1,GCA_910585285.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp910585285,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Lepagella,Lepagella sp910585285,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;x__environmental samples;s__uncultured Muribaculaceae bacterium,uncultured Muribaculaceae bacterium,2301481,Scaffold,3517002,1561347,44.406128219582,none,96.71,0.75,97.02,0.41,406,265,50,114
GCF_003634105.1,RS_GCF_003634105.1,GCA_003634105.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_B;s__Maribacter_B vaceletii,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter_B,Maribacter_B vaceletii,d__Bacteria;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter vaceletii,d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter vaceletii,Maribacter vaceletii,1206816,Scaffold,3889815,1233396,31.709617732557,none,99.67,0.33,99.81,0.04,571,303,0,16
GCA_001872455.1,GB_GCA_009994975.1,GCA_009994975.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__UBA8950;s__UBA8950 sp001872455,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,UBA8950,UBA8950 sp001872455,d__Bacteria;p__;c__;o__;f__;g__;s__,d__Bacteria;x__unclassified Bacteria;s__bacterium,bacterium,1869227,Scaffold,3197372,1806598,56.5556370530304,none,98.18,4.75,99.12,4.54,163,110,0,251
GCF_040614395.1,RS_GCF_040614395.1,GCA_040614395.1,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia sp040614395,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Nocardia,Nocardia sp040614395,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Nocardia;x__unclassified Nocardia;s__Nocardia sp. NPDC005998,Nocardia sp. NPDC005998,3156894,Scaffold,9412655,6207538,65.9639902045535,none,99.37,3.37,99.98,2.1,574,266,14.29,128
GCA_002437415.1,GB_GCA_002437415.1,GCA_002437415.1,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp002437415,Bacteria,Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,Ruminiclostridium_E sp002437415,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__;s__,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__unclassified Oscillospiraceae;s__Ruminococcaceae bacterium UBA6413,Ruminococcaceae bacterium UBA6413,1952414,Scaffold,2662987,1214386,45.653540370616,0,95.64,0,99.99,0.1,263,149,0,125
GCF_027364955.1,RS_GCF_027364955.1,GCA_027364955.1,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrimicrobium;s__Ferrimicrobium sp027364955,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrimicrobium,Ferrimicrobium sp027364955,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrimicrobium;s__,d__Bacteria;x__Terrabacteria group;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Ferrimicrobium;x__unclassified Ferrimicrobium;s__Ferrimicrobium sp.,Ferrimicrobium sp.,2926050,Scaffold,3079955,1756000,57.1614397260938,none,96.58,2.14,97.55,1.09,171,117,0,97
