"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","16S seq. accession number",GC-content
7410,"P 333/02, P333/02","DSM 12966, LMG 19580, NRRL B-24224, JCM 11569, CIP 107137, IAM 15188, KCTC 19915, NBRC 103072, NCIMB 14329",1,"Microbacterium foliorum",104336.4,AJ249780,67
,,,,,2751185893,,68.7
,,,,,2867847951,,
,,,,,GCA_000956415,,
,,,,,GCA_003367705,,
,,,,,GCA_024168445,,
7429,,"DSM 18659, KCTC 19189, Gsoil 259, JCM 15304",1,"Microbacterium ginsengisoli",2671180799,AB271048,69.4
,,,,,400772.4,,
,,,,,GCA_000956535,,
7455,,"DSM 24823, JCM 15516, KCTC 19526, DCY 37, NBRC 110802",1,"Microbacterium ginsengiterrae",2870791180,EU873314,64.5
,,,,,546115.4,EU873314.1,64.54
,,,,,546115.5,,
,,,,,GCA_014205075,,
,,,,,GCA_015278215,,
7381,,"DSM 15944, LMG 19263, NCIMB 30129, DPC 5286, JCM 12075, CCM 7309, CIP 107184, IAM 15193, LMG S-19263, NBRC 103073, NRRL B-24242",1,"Microbacterium gubbeenense",1122237.3,AF263563,68.1
,,,,,2524614763,AM411117,69-75
,,,,,GCA_000422745,EU863414,
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013, NRRL B-24569",1,"Microbacterium halotolerans",246613.3,AY376165,66.5
,,,,,2861987423,,
,,,,,GCA_003569805,,
7432,FCC-01,"DSM 19179, JCM 14558",1,"Microbacterium hatanonis",404366.3,AB274908,69
,,,,,GCA_008017415,,
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,"Microbacterium hominis",1348634.3,AB004727,71.2
,,,,,2731957680,AM181504,
,,,,,GCA_001553805,,
,,,,,GCA_001592125,,
7450,"CC-012309, CC-12309","CCUG 58052, DSM 21799, CCM 7687, JCM 18706",1,"Microbacterium humi",2630968996,FJ865215,67.3
,,,,,640635.3,,
,,,,,GCA_900105715,,
7419,BNP48,"DSM 16089, NCIMB 14002, JCM 14340, CIP 108713, IAM 15235, NBRC 103074",1,"Microbacterium hydrocarbonoxydans",1223527.3,AJ698726,68.6
,,,,,2634166363,,
,,,,,2731957586,,
,,,,,273678.5,,
,,,,,GCA_001552455,,
,,,,,GCA_900105205,,
7463,"SK 18","DSM 24662, JCM 14034, MTCC 7185",1,"Microbacterium immunditiarum",2845010473,DQ119293,76.6
,,,,,337480.3,,
,,,,,GCA_013409785,,
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,"Microbacterium imperiale",2918394494,AB007414,69.8
,,,,,33884.3,D21342,71.2
,,,,,GCA_017876655,X77442,75.4
7434,BBH6,"DSM 19969, CIP 109607, IAM 15355, JCM 21800, LMG 23459",1,"Microbacterium indicum",1122238.3,AM158907,65.5
,,,,,2523533558,,71.4
,,,,,GCA_000422385,,
7447,DS-66,"DSM 23024, CCUG 54523, KCTC 19247, JCM 19115",1,"Microbacterium insulae",2893599951,EU239498,69.9
,,,,,483014.3,,
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,"Microbacterium invictum",2831315640,AM949677,69.8-70.4
,,,,,515415.3,,70
,,,,,515415.4,,70.1
,,,,,GCA_015278285,,
,,,,,GCA_023155715,,
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,"Microbacterium keratanolyticum",2893531040,AB004717,66.5
,,,,,67574.6,Y14786,
,,,,,GCA_016907255,Y17233,
7407,KN-2479,"DSM 12510, IFO 14548, NBRC 14548, NRRL B-24221, JCM 12078, CIP 105732, IAM 15201, VKM Ac-2082",1,"Microbacterium terrae",2711768172,AB004724,69.8
,,,,,92835.4,,
,,,,,GCA_000956575,,
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,"Microbacterium lacticum",2818991429,AB007415,69.3
,,,,,33885.17,X77441,70
,,,,,33885.18,,74.9
,,,,,33885.20,,
,,,,,GCA_006539445,,
,,,,,GCA_006716815,,
,,,,,GCA_014646835,,
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,"Microbacterium laevaniformans",2893586405,D21344,70.5
,,,,,36807.11,Y17234,
,,,,,GCA_016907555,,
23104,ViU22,"DSM 25044, ATCC BAA-2396, CCUG 62198, CIP 110791, NBRC 110788",1,"Microbacterium lemovicicum",2847289766,JN243353,71
,,,,,GCA_003991875,,71.0
7453,MNA2,"DSM 22422, CCM 7585, JCM 30493",1,"Microbacterium lindanitolerans",2811994985,EU873539,65.3
,,,,,550448.3,,
,,,,,GCA_006788875,,
7380,"Mbm 15","DSM 20638, ATCC 43647, NCIB 11509, NRRL B-24237, CCUG 33091, JCM 3879, BCRC 14859, CGMCC 1.1934, CIP 102402, HAMBI 1895, IAM 15185, IFO 15037, IMSNU 21275, KCTC 9227, LMG 16342, NBRC 15037, NCIMB 11509, VKM Ac-1018",1,"Microbacterium liquefaciens",33918.3,X77444,68.6
,,,,,33918.5,,72.5
,,,,,GCA_006539765,,
,,,,,GCA_014648755,,
7433,SC-087B,"DSM 19459, CCUG 54537, JCM 15576",1,"Microbacterium luticocti",1122239.3,AM747814,70.7
,,,,,2585427556,,71.7-72.3
,,,,,GCA_000422405,,72
7436,YM11-607,"DSM 18904, CIP 109810, JCM 16546, MBIC 07778, NBRC 104188",1,"Microbacterium marinilacus",GCA_019753765,AB286020,71.6
7460,H101,"DSM 24947, CGMCC 4.6941, JCM 19665",1,"Microbacterium marinum",2870575989,HQ622524,66.5
,,,,,421115.3,,
,,,,,GCA_014204835,,
7409,"319, 572, MDB 319","DSM 12512, ATCC 19260, IFO 15779, NBRC 15779, NCIMB 1050, NRRL B-24223, JCM 11570, CECT 578, CIP 105733, IAM 15190, LMG 8374, NCIMB 559, NCMB 1050, NCMB 665, NCMB 689, VKM Ac-2079, VKM B-1170, VTT E-072693",1,"Microbacterium maritypicum",300020.7,AJ853910,71.6
,,,,,GCA_008868125,AM181506,
,,,,,,MN526958,
7456,M4-8,"DSM 24780, JCM 16363, KACC 21129, NBRC 109971",0,"Microbacterium mitrae",GCA_008017445,GQ351351,71.3
131477,OAcT-400,"DSM 26811, CGMCC 4.7181, KCTC 29185",1,"Microbacterium nanhaiense",1301026.3,KC505174,73.8
,,,,,GCA_014646015,,
7420,,"DSM 16091, NCIMB 14003, BAS 69, JCM 14341, CIP 108712, IAM 15236, NBRC 103075",1,"Microbacterium oleivorans",1223528.5,AJ698725,69
,,,,,2731957587,KY471020,
,,,,,GCA_001552475,,
23103,MB10,"DSM 23396, CIP 110793, JCM 16837",1,"Microbacterium oryzae",2916297235,GU564360,71.6
7369,X98,"DSM 20578, CIP 6612, NCIB 9944, NRRL B-24236, CCUG 58056, JCM 12414, CIP 66.12, KCTC 3256, BCRC 12117, CGMCC 1.8870, IAM 15197, IFO 15586, NBRC 15586, NCIMB 9944, VKM Ac-2116, IFO (now NBRC) 15586, NCIB (now NCIMB) 9944",1,"Microbacterium oxydans",82380.42,HQ853347,67.0
,,,,,82380.43,NR_044931,70
,,,,,GCA_006540085,OR801634,
,,,,,GCA_008868025,Y17227,
7414,CF36,"DSM 15019, CCUG 46601, CIP 108082, NRRL B-24275, JCM 12372, IAM 15196, IFM 10517, LMG 23172, NBRC 103076, VTT E-072721",1,"Microbacterium paraoxydans",1223529.4,AJ491806,69.9
,,,,,199592.7,,
,,,,,2634166897,,
,,,,,2731957588,,
,,,,,GCA_001552495,,
,,,,,GCA_025002625,,
,,,,,GCA_900105335,,
7413,"P 369/106, P369/06","DSM 13468, LMG 19581, NRRL B-24227, JCM 11571, CIP 107138, IAM 15191, KCTC 19917, NBRC 103077, NCIMB 14330, VTT E-072687",1,"Microbacterium phyllosphaerae",124798.17,AJ277840,64
,,,,,2918350604,OQ876661,
,,,,,GCA_017876435,,
7444,Shh49,"DSM 22239, CGMCC 1.6777, CIP 109927, JCM 14840",1,"Microbacterium profundi",2617271234,EF623999,66.8
,,,,,450380.4,,
,,,,,GCA_000763375,,
130415,RZ36,"DSM 27100, CECT 8356",1,"Microbacterium proteolyticum",1572644.3,KM359785,69.7
,,,,,2824465740,,
,,,,,GCA_014192415,,
7443,KV-490,"DSM 23142, JCM 15925, NBRC 101800, NRRL B-24469",1,"Microbacterium pygmaeum",2634166516,AB248875,68
,,,,,370764.3,,68.0
,,,,,GCA_900100885,,
7454,,"DSM 25564, CCTCC M208212, NRRL B-24799, GIMN 1.002",1,"Microbacterium radiodurans",661398.3,GQ329713,67.7
,,,,,GCA_008710705,,67.74
7402,,"DSM 11986, CCUG 38312, CCM 4912, CIP 107265, JCM 11686, DMMZ 1710, IAM 15192, IFM 10515, LMG 22202, NBRC 103078, NRRL B-24216",1,"Microbacterium resistens",1223505.3,Y14699,71.2
,,,,,2731957582,,
,,,,,GCA_001552355,,
132246,,"DSM 103406, JCM 30598, KCTC 39529, DCY 100",1,"Microbacterium rhizomatis",1631477.3,KP161851,63.6
,,,,,2922489777,,
,,,,,GCA_008710745,,
24188,K-1,"DSM 28107, NBRC 108778, NCIMB 14782",1,"Microbacterium saccharophilum",1213358.6,AB736273,73
,,,,,2903861677,,
,,,,,2903864575,,
,,,,,GCA_007992455,,
,,,,,GCA_008017435,,
,,,,,GCA_023155775,,
7365,"48-1-4, 3126","DSM 20169, ATCC 19272, CCEB 366, CCUG 33092, JCM 1352, BCRC 12119, CCM 4972, CGMCC 1.1906, CIP 104420, HAMBI 1890, IAM 12547, IFO 15038, IMET 11076, KCTC 3469, LMG 16343, NBRC 15038, NCDO 2265, NCIMB 702265, NRRL B-14833, VKM Ac-1022, VKM Ac-1414, CNF 058",1,"Microbacterium saperdae",2816332114,AB004719,68.5
,,,,,69368.3,Y17236,69.1
,,,,,69368.4,,72.5
,,,,,GCA_006716345,,
,,,,,GCA_014646775,,
7467,YLB-01,"DSM 23767, CCTCC AB 2010363, JCM 19554, MCCC 1A06153",1,"Microbacterium sediminis",2765235862,HQ219727,71
,,,,,2847293147,,
,,,,,2877021139,,
,,,,,904291.4,,
,,,,,GCA_001689915,,
,,,,,GCA_002741995,,
,,,,,GCA_004564075,,
133022,SZDIS-1-1,"DSM 103422, CGMCC 1.15228",1,"Microbacterium sorbitolivorans",1867410.4,KX250270,67.6
,,,,,GCA_003327285,,
,,,,,GCA_014641475,,
166435,,"CGMCC 1.16261, KCTC 49101, YZYP 306",1,"Microbacterium suaedae",GCA_003254645,MF084212,68.49
7400,A-1,"DSM 8610, ATCC 51476, CCM 4374, CIP 103816, IFO 15300, NBRC 15300, NRRL B-24214, JCM 9176, IAM 15209, LMG 16471, VKM Ac-1945",1,"Microbacterium terrae",2893680751,AB004720,70.7
,,,,,69369.3,Y17238,71
,,,,,GCA_017831975,,
161552,,"JCM 14903, NBRC 101801, NRRL B-24468",1,"Microbacterium terricola",GCA_025758395,AB234025,70
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,"Microbacterium testaceum",2033.11,X77445,65.4
,,,,,GCA_006539145,,67.7
,,,,,,,72.7
7408,"No. 10","DSM 12511, IFO 16060, NBRC 16060, NRRL B-24222, JCM 12079, CIP 105728, IAM 15194, LMG 22183, NCIMB 13604, VKM Ac-2084",1,"Microbacterium thalassium",2870628048,AB004713,69.7
,,,,,362649.3,AM181507,
,,,,,GCA_014208045,,
7398,114-2,"DSM 8608, ATCC 51475, CCM 4373, CIP 103817, IFO 15077, JCM 1358, NBRC 15077, NRRL B-24212, IAM 15206, LMG 16696, VKM Ac-1948",1,"Microbacterium trichothecenolyticum",2698536670,AB004722,69
,,,,,69370.6,Y17240,70.1
,,,,,GCA_000956465,,70.2
7424,XIL02,"DSM 16931, CECT 5976, LMG 20991, JCM 14282, CIP 108339, IAM 15295, NCAIM B.02300, NCIMB 14309",1,"Microbacterium ulmi",179095.3,AY062021,69
,,,,,179095.4,,
,,,,,2824374264,,
,,,,,GCA_011759705,,
,,,,,GCA_013004565,,
158468,,"DSM 103157, KCTC 39802, CFH S00084",1,"Microbacterium ureisolvens",2183895.3,KY039334,70.5
,,,,,2866300312,,
,,,,,GCA_003121305,,
164586,,"JCM 33494, CGMCC 1.16590, GDMCC 1.1595, KCTC 49313",1,"Microbacterium wangchenii",GCA_004564355,MH790143,70.6
7426,S3-E,"DSM 16914, KCTC 19079, JCM 13591, CIP 108944, IAM 15299, LMG 23366, NCIMB 14334",1,"Microbacterium xylanilyticum",1302725.3,AJ853908,69.7
,,,,,2734481942,,
,,,,,GCA_001313345,,
7462,G72,"DSM 23203, LMG 25521, JCM 18959",1,"Microbacterium yannicii",671622.3,FN547412,70.1
,,,,,GCA_015278355,,
,,,,,GCA_024055635,,
130731,NEAU-TX2-2,"DSM 46710, CGMCC 4.7138, JCM 31772",1,"Microbispora bryophytorum",1460882.3,KF886293,70.2-70.6
,,,,,1460882.4,,70.4
,,,,,2891475856,,
,,,,,GCA_006874465,,
,,,,,GCA_014645855,,
,,,,,GCA_014712735,,
131070,2C-HV3,"DSM 100527, CGMCC 4.7281, JCM 31773",1,"Microbispora camponoti",GCA_014712745,KR261651,69.3-69.7
,,,,,,,69.5
163696,,"JCM 30045, TISTR 2273",1,"Microbispora catharanthi",GCA_006334915,LC082231,71.2
166360,Gxj-6,"CGMCC 4.7605, DSM 109712",1,"Microbispora cellulosiformans",2894484731,MK422546,71.25
,,,,,GCA_008728085,,
160483,CLES2,"DSM 101759, NRRL B-65340",0,"Microbispora clausenae",GCA_013870605,KX394342,70
16529,DF-32,"DSM 44682, ATCC BAA-20, IFO 16416, JCM 10267, NBRC 161416, NBRC 16416, BCRC 16341, CGMCC 4.5569",1,"Microbispora corallina",83302.3,AB018046,71
,,,,,GCA_016863035,,71.5
160812,NEAU-HEGS1-5,"DSM 104648, CCTCC AA 2019030",1,"Microbispora fusca",2891516887,MK825340,71.7
,,,,,GCA_005864065,,
,,,,,VANP00000000,,
16530,211020,"DSM 45428, CGMCC 4.5595, JCM 19666",1,"Microbispora hainanensis",568844.3,FJ261972,70.8
,,,,,GCA_006874475,,
16512,"P 132","DSM 43176, ATCC 15448, JCM 3076, BCRC 11655, CGMCC 4.5565, IFO 12581, IFO 14624, IMSNU 20073, KCTC 9309, MTCC 1546, NBRC 12581, NBRC 14624, VKM Ac-1507",1,"Microbispora rosea subsp. aerata",147065.3,U48984,67
,,,,,147065.4,,70.8
,,,,,GCA_014647835,,72
,,,,,GCA_016863075,,
16515,M-8,"DSM 43164, CBS 303.61, KCC A-0021, NRRL B-2637, RIA 760, JCM 3021, BCRC 13315, CGMCC 4.1340, HUT 6564, IFM 1264, IMET 9533, KCTC 9304, MTCC 1046, NBRC 101907, VKM Ac-635, VKM Ac-677",1,"Microbispora rosea subsp. rosea",1427754.3,AB915610,67
,,,,,GCA_016863015,AB915619,70.5
,,,,,,AB915620,71
,,,,,,AB915623,
,,,,,,AB915626,
,,,,,,AB915629,
,,,,,,U48988,
16519,"FYU M-20","DSM 43839, ATCC 12950, CBS 189.57, CBS 307.61, IAM 0114, IFO 14044, IFO 3559, IMRU 3757, JCM 3006, KCC A-0006, NBRC 14044, NBRC 3559, NCIB 9560, RIA 477, RIA 763, BCRC 11622, CGMCC 4.1227, CGMCC 4.1339, CGMCC 4.5564, HUT 6622, IMET 9534, IMSNU 20075, KACC 20042, KCTC 9181, KCTC 9326, NCIMB 9560, NRRL B-2632, VKM Ac-634",1,"Microbispora rosea subsp. rosea",2681812892,AF051394,69.9
,,,,,58117.3,D86936,71
,,,,,58118.5,,71.1
,,,,,GCA_016863055,,71.2
,,,,,GCA_900156315,,
16516,M-22,"DSM 43165, JCM 3022, KCC A-0022, NRRL B-2634, BCRC 13325, CBS 304.61, CGMCC 4.1341, IFM 1185, IFO 14876, IMSNU 20074, KCTC 9308, MTCC 1048, NBRC 14876, RIA 761",0,"Microbispora rosea",2863380036,AF004007,67
,,,,,58118.4,AY445646,70
,,,,,,KT345224,71
,,,,,,U48989,
16517,,"DSM 43837, ATCC 33325, CBS 305.61, IFO 14041, JCM 3023, KCC A-0023, NBRC 14041, NRRL B-2630, RIA 766, BCRC 13321, CGMCC 4.1342, IFM 1265, IMSNU 20076, KCTC 9312, NBRC 101785",0,"Microbispora rosea",GCA_000718465,U48990,68.9
,,,,,,,71
23320,,"DSM 45498, BCC 14407, NBRC 104113, JCM 17237",1,"Microbispora siamensis",564413.3,FJ199993,68
,,,,,GCA_016863095,,
159804,NEAU-HRDPA2-9,"CGMCC 4.7399, DSM 104649, JCM 33405",1,"Microbispora triticiradicis",2856741275,MF969266,71.7
,,,,,GCA_003260025,,
140780,CCB-MM1,"LMG 29920, JCM 31875",1,"Microbulbifer aggregans",2751185758,KU736842,58.9
,,,,,GCA_001750105,,
134278,ISL-39,"KCTC 12973, CCUG 54356",1,"Microbulbifer celer",435905.3,EF486352,57.7
,,,,,GCA_020991125,,
133453,,"CGMCC 1.7063, JCM 15145, CN 85",1,"Microbulbifer donghaiensis",2619618825,EU365694,57.8
,,,,,494016.4,,
,,,,,GCA_900129095,,
134326,,"CCTCC AB 206094, KCTC 12848, YIM 91118",1,"Microbulbifer halophilus",GCA_026183675,EF674853,63.2
164328,HB161719,"JCM 32688, CGMCC 1.13584",1,"Microbulbifer harenosus",GCA_005771435,MG994974,58.2
,,,,,VANI00000000,,
465,IRE-31,"DSM 11525, ATCC 700072, IRE 31, CIP 105235",1,"Microbulbifer hydrolyticus",2861623431,AJ608704,57.7
,,,,,48074.4,U58338,
,,,,,GCA_014202835,,
133655,Y215,"CGMCC 1.10657, JCM 17211",1,"Microbulbifer marinus",2667527380,GQ262812,54
,,,,,658218.4,,
,,,,,GCA_900107725,,
140862,Cs16b,"CECT 8799, DSM 28920",1,"Microbulbifer rhizosphaerae",1562603.3,LN624392,60
,,,,,2824280218,,
,,,,,GCA_014191725,,
466,,"DSM 19189, JCM 14709, JAMB A94",1,"Microbulbifer thermotolerans",252514.11,AB124836,56.2
,,,,,2599185213,,
,,,,,GCA_900112305,,
133474,Ni-2088,"MBIC 01082, ATCC 700307",1,"Microbulbifer variabilis",1279017.3,AB167354,48.75
,,,,,2519899636,,
,,,,,GCA_000380565,,
133656,Y226,"CGMCC 1.10658, JCM 17212",1,"Microbulbifer yueqingensis",2667528184,GQ262813,56.7
,,,,,658219.4,,
,,,,,GCA_900100355,,
7496,KSL-113,"DSM 19663, CIP 108920, KCTC 19126, JCM 15138, NBRC 106160",1,"Microcella alkalica",2820983214,DQ256087,71
,,,,,355930.3,,71.1
,,,,,GCA_014137945,,
7493,Ac4r,"DSM 18851, CIP 108473, LMG 22690, KCTC 19624",1,"Microcella alkaliphila",2802428807,AJ717385,67.1
,,,,,GCA_004216855,,
7506,CW1,"DSM 23889, JCM 14730, KCTC 13142",1,"Microcella frigidaquae",2845007952,EF373534,68.3
,,,,,424758.4,,
,,,,,424758.5,,
,,,,,GCA_009664385,,
,,,,,GCA_014200395,,
7492,CV-2,"DSM 19627, CIP 108471, LMG 22692, KCTC 19625",1,"Microcella putealis",2818991222,AJ717388,68.8
,,,,,337005.6,,
,,,,,GCA_006716545,,
130433,AE-6,"DSM 27472, MCC 2184",1,"Micrococcus luteus",GCA_022664405,KF524364,70
7761,"WS 4601","DSM 23974, LMG 26183",1,"Micrococcus cohnii",2870868549,FR832424,70.4
,,,,,993416.3,,
,,,,,GCA_014205175,,
7759,,"DSM 17945, KCTC 19156, YIM 56238, JCM 16951",1,"Micrococcus endophyticus",2870801768,EU005372,72.9
,,,,,455343.4,,
,,,,,GCA_014205115,,
7756,LW4,"DSM 19079, CGMCC 1.5361, JCM 14000, CCUG 56037, BCRC 80069, CCUG 54219, CIP 109517",1,"Micrococcus flavus",2866916688,DQ491453,71.4
,,,,,2870573580,,
,,,,,384602.4,,
,,,,,384602.5,,
,,,,,384602.6,,
,,,,,GCA_004563965,,
,,,,,GCA_014204815,,
,,,,,GCA_014644875,,
,,,,,GCA_022348285,,
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111, JCM 1464, BCRC 11034, BCRC 80739, CECT 5053, CECT 51, CECT 5863, CGMCC 1.2299, CIP A270, HAMBI 1399, HAMBI 26, HUT 8101, IAM 1056, IEM M15/65, IFO 3333, IMSNU 20332, IMSNU 20354, KACC 10488, KCTC 1056, KCTC 3063, LMG 4050, NBIMCC 1439, NBRC 3333, NCCB 78001, NCFB 947, NCIMB 10474, NCIMB 9278, NRIC 1094, NRRL B-287, PCM 525, VKM Ac-2230, VKM B-1314, VKM B-1813, VTT E-93442, NCDO 947, NRRL: B-287, CCUG 5898",1,"Micrococcus luteus",1270.133,AF542073,72
,,,,,1270.83,AJ536198,72.8
,,,,,2843530483,LC752360,73
,,,,,2843729505,LN681571,73.3
,,,,,465515.12,OM818506,73.6
,,,,,465515.4,ON222729,
,,,,,465515.47,,
,,,,,465515.51,,
,,,,,465515.52,,
,,,,,465515.53,,
7748,"JL 178","DSM 20315, ATCC 27566, CCM 2693, CCUG 33027, NCTC 11037, JCM 11572, BCRC 12151, CGMCC 1.2300, CIP 81.70, IAM 13002, IFO 15355, KCTC 3517, LMG 14218, NBRC 15355, NCAIM B.02054, NCIMB 14422, VKM Ac-2240, VKM B-1815",1,"Micrococcus lylae",1273.6,X80750,67.1
,,,,,1349773.3,,71.3
,,,,,2731957609,,
,,,,,GCA_001570885,,
,,,,,GCA_004563975,,
24203,V3M1,"DSM 28110, CGMCC 1.7054, NBRC 104258, JCM 17489",1,"Micrococcus terreus",2617270780,FJ423763,67.2
,,,,,574650.4,,68.9
,,,,,GCA_900116905,,
7760,,"DSM 21948, CCTCC AA 208060, JCM 16547, YIM 65004, CCUG 59864",1,"Micrococcus luteus",2870804320,FJ214355,71.7
,,,,,566027.8,,
,,,,,GCA_014138885,,
12612,AA-1042,"DSM 11053, IFO 16127, NBRC 16127, JCM 11651, IMSNU 22078, KACC 14501, KCTC 9822",1,"Microlunatus antarcticus",2824927556,Z78206,73
,,,,,53388.3,,
,,,,,GCA_014193425,,
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,"Microlunatus capsulatus",2918354206,AF084529,74
,,,,,99117.3,LC113905,
,,,,,GCA_017876495,,
164338,,"JCM 32702, KCTC 39853",1,"Microlunatus elymi",GCA_007362775,KX941834,66.9
132342,S3Af-1,"DSM 100019, CGMCC 4.7306, JCM 31774",1,"Microlunatus endophyticus",1716077.3,KT749873,67.1
,,,,,GCA_014646195,,
24346,W6,"DSM 27985, CGMCC 4.6856, JCM 17701, KACC 17380",1,"Microlunatus flavus",1036181.4,HQ839787,72
,,,,,2675903052,,73.5
,,,,,GCA_900110855,,
132580,4Q3S-3,"DSM 100723, CGMCC 4.7307",1,"Microlunatus kandeliicorticis",1759536.3,KU168417,69.5
,,,,,2820958510,,
,,,,,GCA_014137855,,
12627,,"DSM 18662, KCTC 13058, Gsoil 954, JCM 16016",1,"Microlunatus panaciterrae",2893589407,AB271051,65.1
,,,,,400768.3,,
,,,,,GCA_016907535,,
12625,NM-1,"DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990",1,"Microlunatus phosphovorus",1032480.4,D26169,67.9
,,,,,650716058,Z78207,68
,,,,,GCA_000270245,,
12619,"FB2, S20_27","DSM 21743, NBRC 104965, KY 13154",1,"Microlunatus sagamiharensis",2634166345,AB445456,75
,,,,,546874.3,,
,,,,,GCA_900105785,,
12629,"CC-012602, CC-12602","DSM 21800, CCM 7685, CCUG 58049, JCM 18709",1,"Microlunatus soli",2636416048,FJ807672,67.4
,,,,,630515.4,,
,,,,,GCA_900105385,,
160441,,"DSM 103947, KCTC 39847, SYSU K12189",1,"Microlunatus speluncae",2594267.3,MF480393,69.4
,,,,,GCA_009299835,,
12615,"J14, Ben-107","DSM 21308, ACM 5121, JCM 16540, Ben 107, CIP 107258, KACC 14247",1,"Microlunatus spumicola",2891974067,AF062535,69
,,,,,81499.3,,
12631,BS6,"DSM 26486, CCARM 9244, JCM 17661, KCTC 19858, KEMC 9004-079",1,"Microlunatus terrae",1007092.3,JF806519,66.5
,,,,,2833993065,,
166243,5R2A7,"LMG 30755, CECT 9656",1,"Micromonospora acroterricola",GCA_003172955,MG725918,72.3
24216,SP03-05,"DSM 46721, BCC 45620, NBRC 109075",1,"Micromonospora andamanensis",1287068.3,JX524154,72.4
,,,,,GCA_016863495,,
7965,,"DSM 43813, ATCC 27029, CBS 129.76, IFO 16155, IMET 8216, INA 9442, JCM 10878, KCC A-0232, NBRC 16155, NRRL B-16091, BCRC 12538, CECT 3289, CGMCC 4.2103, CGMCC 4.5705, IFO 16125, MTCC 1047, NBRC 16125, VKM Ac-1936, IFO 14068, JCM 3232, VKM Ac-613, NBRC 14068",1,"Micromonospora aurantiaca",2869041381,AY371889,71.6
,,,,,47850.5,X92604,72.82
,,,,,644283.4,,
,,,,,648028042,,
,,,,,GCA_000145235,,
,,,,,GCA_003721415,,
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,"Micromonospora auratinigra",261654.4,AB159779,72.8
,,,,,2617270871,,73.62
,,,,,GCA_900089595,,
23119,268506,"DSM 45758, CCTCC AA 2012010, JCM 31034, NBRC 110452",1,"Micromonospora avicenniae",1198245.3,JQ867183,70.3
,,,,,2681813563,,71.5
,,,,,GCA_900156065,,
7883,,"DSM 43168, ATCC 27114, JCM 3139, KCC A-0139, NRRL 2972, BCRC 12587, CBS 469.75, CGMCC 4.1077, IFO 14108, IMSNU 20081, IMSNU 21287, KCTC 1053, NBRC 14108, NCIMB 12663",1,"Micromonospora carbonacea subsp. carbonacea",2622736592,AF004000,73.3
,,,,,47853.7,X92599,73.71
,,,,,GCA_900091535,,
8012,MC5-1,"DSM 45246, JCM 12873, KCTC 19332, PCU 267, TISTR 1564, CGMCC 4.5707, NBRC 106529, NRRL B-24766",1,"Micromonospora chaiyaphumensis",2622736432,AB196710,72.8
