"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","PH range",pH,"Salt conc."
24083,B23,"DSM 24767, CECT 8068, JCM 17655",1,"Natronobacterium texcoconense",1095778.3,alkaliphile,6.5-9.5,17.4
,,,,,2636416047,,,9.9-24.9
,,,,,GCA_900104065,,,
5898,"8.8.11, CSW8.8.11","DSM 18674, CECT 7526, JCM 14361",1,"Natronomonas moolapensis",2540341082,alkaliphile,5.5-8.5,14-36
,,,,,268739.6,,,8-20
,,,,,GCA_000591055,,,
134191,7-3,"CGMCC 1.4299, JCM 13488",1,"Natronorubrum aibiense",GCA_009392895,alkaliphile,6.5-9.5,11.6-25
,,,,,,,,15.08-17.98
133563,CG-6,"CECT 7487, CGMCC 1.8981, JCM 15982",1,"Natronorubrum sediminis",2617270925,alkaliphile,08-11,14.5-29
,,,,,640943.3,,,19.72
,,,,,GCA_900108095,,,
134219,AD2,"CGMCC 1.6307, JCM 14089",1,"Natronorubrum sulfidifaciens",1230460.4,alkaliphile,08-10,12-28
,,,,,2554235497,,,18
,,,,,GCA_000337735,,,
140343,AFT2,"DSM 103164, CCTCC AB 2015428, JCM 33579",1,"Naumannella cuiyingiana",1347891.3,alkaliphile,6.0-10.0,0-12
,,,,,2834019907,,,
,,,,,GCA_013408305,,,
10430,AmH,"DSM 18972, ATCC BAA-1463",1,"Nautilia profundicola",598659.3,alkaliphile,06-09,02-05
,,,,,GCA_000021725,,,3
24762,J221,"DSM 28678, CGMCC 1.10130, NRRL B-51319",1,"Neiella marina",2886580473,alkaliphile,05-09,01-05
,,,,,508461.6,,,2.5
,,,,,GCA_002165625,,,
,,,,,GCA_014636195,,,
158278,93087,"DSM 104677, LMG 30012",1,"Neisseria dumasiana",GCA_002108505,alkaliphile,6-9.5,2
,,,,,GCA_022870885,,,5
,,,,,,,,>5
1214,"IDA 1115, R-16315","DSM 15601, CIP 108807, LMG 21833, JCM 21706, IAM 15255",1,"Neobacillus bataviensis",1117379.3,acidophile,4.0-6.0,0-10
,,,,,2537561923,alkaliphile,9.5-10.0,
,,,,,GCA_000307875,,,
1213,"IDA 1937, R-16337","DSM 15600, CIP 108808, LMG 21831, JCM 21707, IAM 15256, NBRC 102427",1,"Neobacillus drentensis",1314752.3,alkaliphile,9.5-10.0,0-2
,,,,,2731957651,,,10
,,,,,GCA_001591445,,,4
,,,,,,,,6
,,,,,,,,8
23709,,"DSM 27594, JCM 17335, KCTC 13945, DCY 53",1,"Neobacillus ginsengisoli",2926503875,alkaliphile,4.5-8.5,0-2
140352,SYP-B691,"DSM 29196, JCM 30743",1,"Neobacillus notoginsengisoli",1578198.3,alkaliphile,5-10,0-2
,,,,,GCA_003515685,,,0-3
1216,"IDA 3307, R-15439","DSM 15603, CIP 108805, LMG 21837, JCM 21709, IAM 15258, NBRC 102450",1,"Neobacillus novalis",1349756.3,acidophile,4.0-5.0,0-10
,,,,,2681812999,alkaliphile,7.0-9.0,
,,,,,GCA_001591805,,,
164404,YLB-04,"JCM 32872, MCCC 1A12711",1,"Neobacillus piezotolerans",GCA_003362805,alkaliphile,5-10.5,0
,,,,,,,,0-6
1217,"IDA 0086, R-16300, ISA0086","DSM 15604, CIP 108804, LMG 21838, JCM 21710, IAM 15259, KCTC 13572, NBRC 102451",1,"Neobacillus soli",1348630.3,acidophile,4.0-5.0,0-10
,,,,,220688.4,alkaliphile,9.0-9.5,
,,,,,2731957661,,,
,,,,,GCA_001591665,,,
,,,,,GCA_002335815,,,
1215,"IDA 3632, R-15447","DSM 15602, CIP 108806, LMG 21834, JCM 21711, IAM 15260, KCTC 13573, NBRC 102452",1,"Neobacillus vireti",1131730.3,acidophile,4.0-5.0,0-6
,,,,,220686.9,,,10
,,,,,2558860475,,,8
,,,,,2645728032,,,
,,,,,GCA_000508325,,,
,,,,,GCA_001026695,,,
13638,,"DSM 21826, CCBAU 01393, HAMBI 3051, LMG 24763",1,"Neorhizobium alkalisoli",2854896431,alkaliphile,05-10,0-3
,,,,,528178.3,,,1
,,,,,GCA_002968635,,,
166100,24NR,"ACCC 61588, JCM 33731",1,"Neorhizobium lilium",GCA_004053875,alkaliphile,6-9,0
,,,,,,,,0-2
13640,,"DSM 25378, CCBAU 05176, LMG 25447, HAMBI 3039",1,"Neorhizobium vignae",2585428001,alkaliphile,07-10,0-2
,,,,,690585.4,,,1
,,,,,GCA_000732195,,,
158718,S27-2,"KCTC 52335, MCCC 1A02149",1,"Neptunicella marina",GCA_014270035,alkaliphile,6-9,0-12
,,,,,,,,0.5-2
11282,,"DSM 18939, JCM 14595, JAMM 0745",1,"Neptunomonas japonica",1122599.8,alkaliphile,07-09,01-05
,,,,,2523533624,,,2
,,,,,GCA_000422765,,,
7771,,"DSM 19423, CCTCC AB 207011, JCM 16549, CAAS 252, NBRC 107629",1,"Nesterenkonia alba",1122602.4,alkaliphile,08-12,0-6
,,,,,2524023226,,,3
,,,,,GCA_000421745,,,
132446,CK5,"DSM 27373, JCM 19723, CIP 110620",1,"Nesterenkonia aurantiaca",1436010.5,alkaliphile,6.5-10,0.003-20
,,,,,2802428805,,,2
,,,,,GCA_004364585,,,
140586,10C,"LMG 29100, KCTC 39636, CGMCC 1.15388",1,"Nesterenkonia cremea",1882340.4,alkaliphile,7.0-9.0,2-11
,,,,,GCA_014642675,,,5-6
7764,,"DSM 15474, CCTCC AA 001022, YIM 70084, JCM 13018, KCTC 19014",1,"Nesterenkonia halotolerans",225325.3,alkaliphile,07-09,0-25
,,,,,2870876733,,,10
,,,,,GCA_014874065,,,
7766,,"DSM 15666, CCTCC AA 203010, CIP 108679, KCTC 19013, YIM 70081, JCM 13019, CIP 107970, JCM 19019",1,"Nesterenkonia lutea",272919.13,alkaliphile,6.5-10,0-20
,,,,,2870870664,,,7.5
,,,,,GCA_014873955,,,
164194,M8,"JCM 32100, CGMCC 1.16706, MCC 3367",1,"Nesterenkonia natronophila",2866426054,alkaliphile,7.5-12.0,1-15
,,,,,GCA_003595215,,,5
140783,BV-35,"NCAIM B 02606, DSM 29786",1,"Nesterenkonia pannonica",1548602.3,alkaliphile,6-12,0-15
,,,,,GCA_019575955,,,5-7
7767,,"DSM 15664, CCTCC AA 203007, CIP 108680, KCTC 19011, YIM 70009, JCM 13020",1,"Nesterenkonia sandarakina",272918.6,alkaliphile,05-12,01-15
,,,,,2856487714,,,5
,,,,,GCA_013410215,,,
7765,,"DSM 15475, CCTCC AA 001025, YIM 70097, JCM 13021, KCTC 19016",1,"Nesterenkonia xinjiangensis",225327.3,alkaliphile,07-12,0-25
,,,,,2857419370,,,10
,,,,,GCA_013410745,,,
17661,GR15-1,"DSM 19509, KACC 11703",1,"Nevskia soli",1122604.3,acidophile,04-07,<2
,,,,,2565956524,,,
,,,,,GCA_000711955,,,
24735,"E90, E96","CCUG 62505, DSM 25811, CCM 8410, LMG 26954, CIP 110418",1,"Niabella drilacis",1285928.3,alkaliphile,4.5-10.5,0-4
,,,,,2619619035,,,
,,,,,GCA_900101395,,,
24734,"E96, E90","DSM 25812, CCM 8411, LMG 26956, CCUG 62507, CIP 110416",1,"Niabella hirudinis",2828585208,alkaliphile,4.5-10.5,0-4
140823,R384,"KEMB 9005-329, KACC 18454, JCM 31011",1,"Niabella pedocola",GCA_021044425,alkaliphile,5.5-10.5,0
,,,,,,,,0-2
1209,Fo-92,"DSM 15077, ATCC BAA-519, CIP 108262",1,"Niallia nealsonii",GCA_002835805,alkaliphile,6-10,0-4
,,,,,,,,0-8
,,,,,,,,10
,,,,,,,,6
,,,,,,,,8
166361,BT10,"KCTC 62607, NBRC 114383",1,"Nibribacter ruber",2698458.3,alkaliphile,6.5-9.5,0-1
,,,,,2883339560,,,
,,,,,GCA_009913235,,,
140601,2-2-12-1,"CGMCC 1.15320, LMG 29090",1,"Nitratireductor aestuarii",1735103.3,alkaliphile,5.0-9.0,0.5-2.0
,,,,,GCA_014641695,,,1.5
11872,,"DSM 19185, JCM 14851, KACC 11904, Ky 101, NBRC 106418",1,"Nitratireductor kimnyeongensis",430679.3,alkaliphile,6.1-12.1,<7
,,,,,430679.4,,,
,,,,,430679.5,,,
,,,,,430679.6,,,
,,,,,GCA_019891395,,,
166310,SY7,"KCTC 72110, MCCC 1K03723",1,"Nitratireductor mangrovi",GCA_007922615,alkaliphile,6.0-10.0,0.0-8.0
,,,,,,,,3
17693,ANL-iso2,"DSM 45188, NBRC 105792, NCCB 100119, UNIQEM U239",1,"Nitriliruptor alkaliphilus",1069448.9,alkaliphile,8.2-10.6,0.38-11.6
,,,,,2513020036,,,1.45
,,,,,GCA_000969705,,,
140898,MEB087,"KCTC 42948, JCM 19317",1,"Nitrincola alkalisediminis",1366656.3,alkaliphile,7.5-11,0.4
,,,,,2890467569,,,0.6
,,,,,GCA_009821115,,,
11284,4CA,"DSM 16316, ATCC BAA-920",1,"Nitrincola lacisaponensis",2576861796,alkaliphile,7.5-11.0,1.16-7.54
,,,,,GCA_000691225,,,4.64
24722,LW7,"DSM 46695, CCUG 57665, JCM 15946, NCCB 100279",1,"Nitritalea halalkaliphila",1189621.7,alkaliphile,7.5-12,01-22
,,,,,2513237132,,,02-05
,,,,,GCA_000265075,,,
140139,,"DSM 106739, JCM 18716, KACC 17062, MIC 2059",1,"Niveibacterium umoris",1193620.3,alkaliphile,6-10,0-2
,,,,,1193620.4,,,
,,,,,2830054275,,,
,,,,,GCA_014197015,,,
,,,,,GCA_017311475,,,
132481,1H-HV4,"DSM 100526, CGMCC 4.7278",1,"Nocardia camponoti",1616106.3,alkaliphile,5-10,0-2
,,,,,GCA_014646135,,,
10830,A2012,"DSM 45516, KCTC 19986, NRRL B-24833, JCM 19958",1,"Nocardia goodfellowii",2917953210,alkaliphile,05-10,0-4
,,,,,882446.3,,,
,,,,,GCA_017875645,,,
10808,"N 3-2, N3-2","DSM 44959, JCM 13281, NRRL B-24430, CIP 109185, IFM 10687, NBRC 103114, NCIMB 14343",1,"Nocardia jejuensis",1210088.4,alkaliphile,4.1-10.1,0-2.5
,,,,,2681812981,,,0-4
,,,,,GCA_001613145,,,
10802,43401,"DSM 17684, AS 4.1905, CGMCC 4.1905, IFM 10633, JCM 12861, CIP 109010, NBRC 101359",1,"Nocardia jiangxiensis",1206731.4,alkaliphile,3.5-9.5,0-5
,,,,,2563367078,,,
,,,,,GCA_000308615,,,
10815,"04-5195, 5195","DSM 45048, CGMCC 4.3508, JCM 14879, IFM 10864, NBRC 108249",1,"Nocardia jinanensis",1210082.6,alkaliphile,5.5-10.5,0-2.5
,,,,,1210082.8,,,3
,,,,,2724679036,,,<5
,,,,,2731957740,,,
,,,,,382504.3,,,
,,,,,GCA_001482675,,,
,,,,,GCA_001613025,,,
,,,,,GCA_014645735,,,
164366,Y48,"JCM 32795, CGMCC 4.7494",1,"Nocardia mangyaensis",2866986376,alkaliphile,6-9,0-3
,,,,,GCA_001886715,,,1.5
10803,117,"DSM 17685, AS 4.1904, CGMCC 4.1904, IFM 10632, JCM 12860, CIP 109011, NBRC 108239",1,"Nocardia miyunensis",1210084.4,alkaliphile,4.5-9.5,0-10
,,,,,2731957742,,,
,,,,,GCA_001613065,,,
10774,"SBHROA6, SBH<SUB>R</SUB>OA6","DSM 44717, NCIMB 13955, JCM 12604, CIP 108429, IFM 10560, NBRC 108232",1,"Nocardia neocaledoniensis",1210080.3,alkaliphile,04-12,0-4
,,,,,236511.3,,,10
,,,,,2770939500,,,6
,,,,,GCA_003182135,,,8
,,,,,GCA_007990735,,,
159507,,"DSM 105904, CCTCC AA 2017043, KCTC 49030, YIM PH21724",1,"Nocardia panacis",GCA_003598715,alkaliphile,5-12,0-3
,,,,,,,,1.5
158323,,"DSM 101726, CGMCC 4.7329, KCTC 39693, KLBMP S0039",1,"Nocardia rhizosphaerihabitans",1691570.3,alkaliphile,5-10,0-5
,,,,,GCA_014646295,,,1-3
10820,N2-11,"DSM 45078, JBRI 2006, KCTC 19223, JCM 14881, IFM 10868, NBRC 108251",1,"Nocardia speluncae",1210094.4,alkaliphile,6.1-12.1,0-4
,,,,,2713896924,,,2
,,,,,2900415656,,,
,,,,,419477.3,,,
,,,,,GCA_001613245,,,
,,,,,GCA_012395985,,,
10797,276,"DSM 44895, CGMCC 4.1860, IFM 10549, JCM 12160, NBRC 101358",1,"Nocardia xishanensis",1210101.4,alkaliphile,5.5-10,0-2.5
,,,,,2731957752,,,0-3
,,,,,GCA_001613365,,,1.5
11116,KSL-1,"DSM 16699, KCTC 19037, JCM 13365, BCRC 16826, CIP 108736",1,"Nocardioides alkalitolerans",1122608.3,alkaliphile,5.5-12,0-10
,,,,,2524614663,,,2.5
,,,,,GCA_000426525,,,<5
159868,,"KCTC 49020, CGMCC 4.7457, CFH 30205, DSM 105807",1,"Nocardioides allogilvus",2144186.3,alkaliphile,8.0-10.0,0-6
,,,,,2855286858,,,
,,,,,GCA_003047285,,,
11145,MN8,"DSM 23134, CCUG 57506, KCTC 19600, JCM 19119",1,"Nocardioides caeni",574700.3,alkaliphile,6-9.5,0-1
,,,,,GCA_004912195,,,0.5
159744,IB-3,"KACC 19522, JCM 32672",1,"Nocardioides currus",2834618132,alkaliphile,6.5-9,0
,,,,,GCA_003057875,,,0-1
11148,MDN22,"DSM 23819, CCUG 57505, KCTC 19601",1,"Nocardioides daedukensis",2844615251,alkaliphile,06-10,0-9
,,,,,634462.3,,,0.25
,,,,,GCA_013408415,,,5
11155,MJ31,"DSM 25320, JCM 16922, KCTC 19772",1,"Nocardioides daejeonensis",2866264325,alkaliphile,5.5-9,0-10
,,,,,GCA_003194585,,,0-5
,,,,,,,,2
11131,D287,"DSM 18664, CCM 7403, JCM 16608",1,"Nocardioides daphniae",2841404167,alkaliphile,5.5-10.5,0-5
,,,,,402297.3,,,
,,,,,402297.4,,,
,,,,,GCA_004777465,,,
,,,,,GCA_014635145,,,
11143,FR1436,"DSM 22004, JCM 14815, KCTC 19309",1,"Nocardioides dokdonensis",1300347.3,alkaliphile,05-10,0-3
,,,,,2751185838,,,0-7
,,,,,GCA_001653335,,,
166484,SZ4R5S7,"CGMCC 4.7456, KCTC 39994",1,"Nocardioides ferulae",GCA_003660455,alkaliphile,5-10,0-4
133240,Y4,"CGMCC 1.12791, MCCC 1A09944, LMG 28100, JCM 19770",1,"Nocardioides flavus",2058780.3,alkaliphile,6.0-9.0,0.0-10.0
,,,,,GCA_014653115,,,1
11121,SBS-26,"DSM 18445, JCM 13813, NRRL B-24465, CIP 109516",1,"Nocardioides furvisabuli",GCA_021083185,alkaliphile,5.1-10.1,0-6
,,,,,,,,3
11115,JC2055,"DSM 16411, IMSNU 14028, JCM 12124, KCTC 9920, CGMCC 4.6875, CIP 108507, IAM 15306",1,"Nocardioides ganghwensis",252230.3,alkaliphile,6.0-10,0
,,,,,2867498717,,,0.0-8.0
,,,,,GCA_004137235,,,0.5
,,,,,,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
141103,FLL521,"KCTC 39931, CCTCC AB 2017083",1,"Nocardioides immobilis",2049295.3,alkaliphile,6.5-9.0,0.5
,,,,,2834611595,,,
,,,,,GCA_003515065,,,
11113,KSL-2,"DSM 16314, KCTC 19038, JCM 13594, CIP 108882",1,"Nocardioides kribbensis",305517.3,alkaliphile,06-11,1.5
,,,,,GCA_015070375,,,<3.0
11157,D94-1,"DSM 24663, CGMCC 4.6858, JCM 19667",1,"Nocardioides lianchengensis",1045774.4,alkaliphile,06-09,0-4
,,,,,1045774.5,,,1
,,,,,2675903056,,,
,,,,,2844625742,,,
,,,,,GCA_013409225,,,
,,,,,GCA_900101465,,,
140309,002-2,"DSM 103718, KCTC 39838",0,"Nocardioides litoris",1926648.3,alkaliphile,5.1-9.1,0
,,,,,2902197013,,,0-2
,,,,,GCA_006346315,,,
11125,SBS-12,"DSM 18965, JBRI 2003, KCCM 42681",1,"Nocardioides marinisabuli",2844814621,alkaliphile,5.1-12.1,0-8
,,,,,419476.3,,,4
,,,,,419476.4,,,
,,,,,GCA_013409965,,,
,,,,,GCA_013466785,,,
11126,CL-DD14,"DSM 18248, CIP 109596, KCCM 42321, JCM 15615",1,"Nocardioides marinus",2831307866,alkaliphile,06-09,0.5-8
,,,,,374514.3,,,01-03
,,,,,GCA_013408145,,,
23164,"I10A-0142, I10A-01402","DSM 24552, CPCC 203382, KCTC 29022",1,"Nocardioides perillae",1119534.3,alkaliphile,06-11,0-3
,,,,,2844622285,,,
,,,,,GCA_013409425,,,
133104,WYH11-7,"DSM 104026, CGMCC 4.7371",1,"Nocardioides phosphati",1867775.3,alkaliphile,5.0-10.0,0-1
,,,,,GCA_014646375,,,
24251,RHLT2-1,"DSM 27452, CGMCC 1.11156, NBRC 108563, JCM 19668",1,"Nocardioides psychrotolerans",1005945.5,alkaliphile,6.5-9,0.25
,,,,,1005945.6,,,
,,,,,2663762759,,,
,,,,,GCA_007992415,,,
,,,,,GCA_900113685,,,
11135,CL-Z59,"DSM 18239, KCCM 42320",1,"Nocardioides salarius",2893566641,alkaliphile,06-10,01-10
,,,,,374513.3,,,3
,,,,,374513.4,,,
,,,,,374513.5,,,
,,,,,GCA_015070765,,,
,,,,,GCA_015339545,,,
,,,,,GCA_016907435,,,
166421,S-34,"KCTC 49137, CCTCC AB 2018079",1,"Nocardioides silvaticus",2201891.3,alkaliphile,7-9,0
,,,,,2855273060,,,0-5
,,,,,GCA_003160695,,,
24250,RHLT1-17,"DSM 27403, CGMCC 1.11147, NBRC 108562, JCM 19669",1,"Nocardioides szechwanensis",1005944.4,alkaliphile,6.5-11,0-1
,,,,,1005944.5,,,0.5
,,,,,2671180088,,,
,,,,,GCA_007992395,,,
,,,,,GCA_900103935,,,
24248,VA15,"DSM 28109, CGMCC 1.7056, JCM 16799, NBRC 104259",1,"Nocardioides terrae",2617270786,alkaliphile,5.5-8.5,0-0.25
,,,,,574651.3,,,0-1
,,,,,GCA_900112345,,,
140673,,"CCTCC AB 2016296, DSM 103833, YIM 73001, NCCP 696",1,"Nocardioides thalensis",1914755.3,alkaliphile,5.5-9,0-2
,,,,,2856476943,,,0-4
,,,,,GCA_013410655,,,
164547,HY056,"JCM 33399, CGMCC 4.7563",1,"Nocardioides yefusunii",GCA_004014875,alkaliphile,5-11,0-0.5
,,,,,,,,0-2
131849,"WS 2","DSM 44657, CCTCC AA 001031, JCM 12678, YIM 80379, NBRC 104163",1,"Nocardiopsis alkaliphila",1246461.3,alkaliphile,7.0-12.0,0-10
,,,,,2551306677,,,2.5
,,,,,GCA_000341005,,,
11222,,"DSM 44844, CCTCC AA 2040015, CIP 109297, KCTC 19008, NBRC 104398, YIM 90109, JCM 15311",1,"Nocardiopsis chromatogenes",1246475.3,alkaliphile,06-09,0-18
,,,,,2551306678,,,05-08
,,,,,GCA_000341185,,,10
11234,,"DSM 45031, CGMCC 4.3500, HBUM 20038, JCM 15475",1,"Nocardiopsis ganjiahuensis",1237500.3,alkaliphile,8.5-13,0-5
,,,,,2554235030,,,
,,,,,GCA_000341085,,,
11218,,"DSM 44841, CCTCC AA 2040012, CIP 109294, KCTC 19006, NBRC 104397, YIM 90087, JCM 15312",1,"Nocardiopsis gilva",1235441.3,alkaliphile,06-09,0-18
,,,,,1235441.5,,,05-08
,,,,,2554235033,,,
,,,,,2773857897,,,
,,,,,GCA_000341165,,,
,,,,,GCA_002263495,,,
11220,,"DSM 44845, CCTCC AA 2040016, CIP 109298, KCTC 19009, NBRC 104399, YIM 90130, JCM 15310",0,"Nocardiopsis halophila",1236902.3,alkaliphile,06-09,0-18
,,,,,2551306672,,,05-08
,,,,,GCA_000341205,,,
11236,,"DSM 45168, KCTC 19473, JSM 073097, JCM 16954",1,"Nocardiopsis kunsanensis",516701.3,alkaliphile,6-10.5,01-15
,,,,,GCA_014651735,,,6
11217,,"DSM 44839, CCTCC AA 204009, KCTC 19003, YIM 90010, JCM 13364, CIP 108478",1,"Nocardiopsis salina",1246485.3,alkaliphile,6.0-9.0,0
,,,,,2551306679,,,03-20
,,,,,GCA_000341025,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6-10
11238,HM6,"DSM 45277, CCUG 57624, UTMC 00102",1,"Nocardiopsis sinuspersici",501010.4,alkaliphile,05-12,0-15
,,,,,GCA_001998325,,,10
,,,,,,,,2.5
11235,,"DSM 45023, CGMCC 4.2135, HBUM 20028, JCM 16800",1,"Nocardiopsis valliformis",1246448.3,alkaliphile,08-14,0-5
,,,,,2554235029,,,
,,,,,GCA_000340985,,,
134161,UST030701-156,"NRRL B-41138, JCM 13191",1,"Nonlabens spongiae",2751185769,alkaliphile,06-10,02-06
,,,,,331648.3,,,
,,,,,331648.4,,,
,,,,,GCA_002117125,,,
134154,UST030701-324,"NRRL B-41136, JCM 12886, NBRC 101533",1,"Nonlabens tegetincola",323273.9,alkaliphile,05-10,02-04
,,,,,GCA_002954355,,,3
166402,160415,"KCTC 39875, DSM 104309",1,"Nonomuraea basaltis",GCA_005893125,alkaliphile,6-9,0-2
158292,,"DSM 103465, CGMCC 4.7368, KCTC 39805, SYSU K10005",1,"Nonomuraea cavernae",2045107.3,alkaliphile,5-12,0-2.5
,,,,,GCA_014646355,,,
133109,,"MCCC 1K03213, KCTC 39826, XMU 110",1,"Nonomuraea ceibae",1935170.3,alkaliphile,5-9,3
,,,,,GCA_019396325,,,
16564,5-38-42,"DSM 45129, CIP 109641, JCM 13931, MTCC 8090, CGMCC 4.5722",1,"Nonomuraea coxensis",1122611.3,alkaliphile,5.0-9.0,1.0-4.0
,,,,,1122611.5,,,2.5
,,,,,2515154141,,,
,,,,,GCA_000379885,,,
,,,,,GCA_019397265,,,
132378,,"DSM 100948, ATCC 39727",1,"Nonomuraea gerenzanensis",651716751,alkaliphile,6-10,0-3
141104,NEAU-BB2C19,"CGMCC 4.7430, DSM 104838",1,"Nonomuraea glycinis",2047744.3,alkaliphile,7.0-9.0,0-4
,,,,,GCA_014646515,,,
,,,,,GCA_020215885,,,
16573,A4036,"DSM 45507, KCTC 19870",1,"Nonomuraea jabiensis",2870526370,alkaliphile,05-10,0-2
,,,,,882448.3,,,0-5
,,,,,GCA_014204795,,,1
16571,FXJ1.102,"DSM 45780, CGMCC 4.6533, NBRC 106679, JCM 18570",1,"Nonomuraea jiangxiensis",2675903065,alkaliphile,05-09,<6
,,,,,633440.3,,,
,,,,,GCA_900099965,,,
164452,PA1-10,"JCM 33073, NBRC 112774, TISTR 2497",1,"Nonomuraea phyllanthi",2895442618,alkaliphile,5-9,0-4
,,,,,GCA_006334985,,,
16556,NEAU-Z6,"DSM 45729, CGMCC 4.7037, JCM 30783",1,"Nonomuraea solani",1144553.3,alkaliphile,07-09,0-10
,,,,,2675903140,,,0-2
,,,,,GCA_900108335,,,
164685,CH32,"JCM 33876, KCTC 49368",1,"Nonomuraea terrae",2866783905,alkaliphile,7.0-10.0,0.0-3.0
,,,,,GCA_004348995,,,
140696,XMTR2A4,"MCCC 1A01882, KCTC 52427",1,"Notoacmeibacter marinus",2786546837,alkaliphile,6-9,0.5-9
,,,,,GCA_002238045,,,1-2
140483,,"JCM 17723, DSM 25787, TSA 66",1,"Noviherbaspirillum autotrophicum",GCA_000818395,alkaliphile,5.5-9.0,1
140482,,"JCM 17722, ATCC TSD-69, TSA 40, DSM 113107",1,"Noviherbaspirillum denitrificans",GCA_002211445,alkaliphile,5.5-9.0,1
133958,CC-AFH3,"BCRC 80516, JCM 18414",1,"Noviherbaspirillum malthae",GCA_015352985,alkaliphile,5.0-10.0,0-2
159855,Jyi-02,"BCRC 80537, KCTC 32422",1,"Novosphingobium arvoryzae",1256514.3,alkaliphile,5-9,0
,,,,,GCA_014652615,,,0-1
141008,164,"CICC 11035s, DSM 103351",1,"Novosphingobium clariflavum",GCA_026420865,acidophile,4.0-8.0,0
,,,,,,,,0-2
140931,Teta.03,"LMG 27385, KCTC 32255",1,"Novosphingobium colocasiae",1256513.3,alkaliphile,3-9,0
,,,,,GCA_014652555,,,0-1
140632,UCM-28,"KACC 18571, NBRC 111647",1,"Novosphingobium flavum",1778672.4,alkaliphile,5.5-9.0,0-1.0
,,,,,2921278680,,,
,,,,,GCA_014230315,,,
141002,R1-4,"KACC 19094, JCM 31879",1,"Novosphingobium humi",GCA_028607105,alkaliphile,6.0-9.0,0
,,,,,,,,1
23267,,"DSM 25409, CCM 7976, LE 124",0,"Novosphingobium lindaniclasticum",1096930.3,alkaliphile,6.0-9.0,01-04
,,,,,2558860244,,,
,,,,,GCA_000445125,,,
14152,US6-1,"CCUG 56449, CIP 108548, DSM 17173, JCM 12182, KCTC 10454, NCIMB 14244",1,"Novosphingobium pentaromativorans",1088721.10,alkaliphile,06-09,0-10
,,,,,1088721.11,,,01-06
,,,,,1088721.12,,,2.5
,,,,,1088721.13,,,
,,,,,1088721.14,,,
,,,,,1088721.15,,,
,,,,,1088721.3,,,
,,,,,1088721.7,,,
,,,,,1088721.9,,,
,,,,,2608642102,,,
140899,SLH-16,"BCRC 80888, LMG 28418, KCTC 42194",1,"Novosphingobium piscinae",1507448.3,alkaliphile,4-9,0
,,,,,2921275117,,,0-0.5
,,,,,GCA_014230355,,,
14155,T3-B9,"DSM 17507, AS 1.3432, JCM 12465, CCUG 56308, BCRC 80740, CGMCC 1.3432, CIP 108789",1,"Novosphingobium taihuense",2596583548,alkaliphile,4.5-8.5,0-10
,,,,,260085.3,,,0-2
,,,,,260085.4,,,0.5
,,,,,2828632817,,,
,,,,,GCA_007830315,,,
,,,,,GCA_014199635,,,
132595,B4199,"DSM 100830, CCUG 67636",1,"Thiopseudomonas alkaliphila",2657244959,alkaliphile,6-11,0-8
,,,,,GCA_001267175,,,4-6
132351,277,"DSM 25168, LMG 26948",1,"Occallatibacter riparius",1002689.3,alkaliphile,3.5-8.5,0-1
,,,,,GCA_025264625,,,0.5
160327,T3246-1,"DSM 110499, JCM 32923, CGMCC 1.13532, CGMCC 1.13535",1,"Occultella glacieicola",GCA_004353825,alkaliphile,6-10,1-5
,,,,,,,,3
133449,P24,"CCTCC AB 208226, LMG 24626, MCCC 1A02083",1,"Oceanibaculum indicum",1207063.32,alkaliphile,06-11,0-9
,,,,,2531839096,,,3.75
,,,,,GCA_000299935,,,
24525,CLW,"DSM 24423, CGMCC 1.10808, LMG 26245, MCCC 1A06272",0,"Oceanicella actignis",1234555.3,alkaliphile,5.5-9.5,3.5
,,,,,1234555.4,,,
,,,,,2615840710,,,
,,,,,2663762749,,,
,,,,,GCA_900111545,,,
,,,,,GCA_900143155,,,
166199,YLY08,"MCCC 1H00318, KCTC 62182",1,"Oceaniglobus ichthyenteri",GCA_003057885,alkaliphile,6.0-9.5,1-9
,,,,,,,,2-3
141105,1-19b,"MCCC 1A11863, KCTC 52709",1,"Oceaniglobus indicus",2788500143,alkaliphile,5.0-10.0,0.5-10
,,,,,GCA_002751875,,,3-4
132996,S9-10,"DSM 28133, CGMCC 1.12628, LMG 28074",1,"Oceanihabitans sediminis",1812012.3,alkaliphile,6-9,0
,,,,,2770939504,,,2-8
,,,,,2833729168,,,
,,,,,GCA_003315315,,,
,,,,,GCA_003337215,,,
159645,102-Na3,"DSM 106032, JCM 32358, KCTC 62271",1,"Oceanimonas marisflavi",2881423808,alkaliphile,4-11,0-11
,,,,,GCA_003049725,,,1-3
164179,StC1,"JCM 32050, KACC 19231",1,"Oceaniradius stylonematis",2882483387,alkaliphile,6.0-11.0,1.0-8.0
,,,,,GCA_003149475,,,2
133770,V1-41,"CCUG 58690, KCTC 23013, NBRC 106171",1,"Oceanisphaera arctica",641510.7,alkaliphile,07-11,0-3
